84.60504913330078,225.93536376953125
86.53987121582031,217.6814422607422
89.76506042480469,203.00454711914062
92.9908676147461,188.3248291015625
94.60400390625,185.57591247558594
97.83074188232422,175.48486328125
101.380859375,165.39291381835938
102.67200469970703,161.7225799560547
105.57742309570312,154.38201904296875
109.12918090820312,149.7982940673828
110.09796905517578,149.80096435546875
113.00466918945312,147.05226135253906
113.00466918945312,147.05226135253906
116.55799102783203,147.06175231933594
